Date,Time,Currency,News,Impact,Forecast,Previous
2018-04-27,9:00,USD,UoM Consumer Sentiment Index,high,98,97.8
2018-05-01,9:00,USD,ISM Manufacturing,high,58.4,59.3
2018-05-02,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.7%*
2018-05-02,4:00,EUR,GDP (SA) (y/y),high,2.50%,2.8%*
2018-05-02,7:15,USD,ADP National Employment Report,high,198.0k,228.0k*
2018-05-02,13:00,USD,Federal Funds Rate,high,1.75%,1.75%
2018-05-03,9:00,USD,ISM Non-Manufacturing,high,58,58.8
2018-05-04,7:30,USD,Unemployment Rate,high,4.00%,4.10%
2018-05-04,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.2%*
2018-05-04,7:30,USD,Nonfarm Payrolls,high,192.0k,135.0k*
2018-05-04,7:30,USD,Private Payrolls,high,190.0k,135.0k*
2018-05-09,7:30,USD,PPI (m/m),high,0.20%,0.30%
2018-05-10,3:30,GBP,Manufacturing Production (y/y),high,2.90%,2.50%
2018-05-10,6:00,GBP,BoE Bank Rate,high,0.50%,0.50%
2018-05-10,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2018-05-10,7:30,USD,CPI (m/m),high,0.30%,-0.10%
2018-05-10,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2018-05-11,9:00,USD,UoM Consumer Sentiment Index,high,98.3,98.8
2018-05-15,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%
2018-05-15,4:00,EUR,GDP (SA) (y/y),high,2.50%,2.50%
2018-05-15,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,1.9
2018-05-15,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.4%*
2018-05-15,7:30,USD,Retail Sales (m/m),high,0.30%,0.8%*
2018-05-23,3:30,GBP,CPI (m/m),high,0.50%,0.10%
2018-05-23,3:30,GBP,CPI (y/y),high,2.50%,2.50%
2018-05-24,3:30,GBP,Core Retail Sales (m/m),high,0.50%,-0.50%
2018-05-24,3:30,GBP,Retail Sales (m/m),high,0.90%,-1.1%*
2018-05-24,3:30,GBP,Core Retail Sales (y/y),high,0.20%,1.3%*
2018-05-24,3:30,GBP,Retail Sales (y/y),high,0.30%,1.3%*
2018-05-25,3:00,EUR,German IFO Expectations,high,98.5,98.7
2018-05-25,3:00,EUR,German IFO Current Conditions,high,105.5,105.7
2018-05-25,3:00,EUR,German IFO Business Climate,high,102,102.1
2018-05-25,3:30,GBP,GDP (q/q),high,0.10%,0.10%
2018-05-25,3:30,GBP,GDP (y/y),high,1.20%,1.20%
2018-05-25,9:00,USD,UoM Consumer Sentiment Index,high,98.8,98.8
2018-05-29,9:00,USD,Consumer Confidence,high,128,125.6*
2018-05-30,7:15,USD,ADP National Employment Report,high,190.0k,163.0k*
2018-06-01,7:30,USD,Unemployment Rate,high,3.90%,3.90%
2018-06-01,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.10%
2018-06-01,7:30,USD,Nonfarm Payrolls,high,190.0k,159.0k*
2018-06-01,7:30,USD,Private Payrolls,high,190.0k,162.0k*
2018-06-01,9:00,USD,ISM Manufacturing,high,58.2,57.3
2018-06-05,9:00,USD,ISM Non-Manufacturing,high,58,56.8
2018-06-07,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%
2018-06-07,4:00,EUR,GDP (SA) (y/y),high,2.50%,2.50%
2018-06-11,3:30,GBP,Manufacturing Production (y/y),high,Unknown,2.90%
2018-06-12,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,2.4
2018-06-12,7:30,USD,CPI (m/m),high,0.20%,0.20%
2018-06-12,7:30,USD,Core CPI (m/m),high,0.20%,0.10%
2018-06-13,3:30,GBP,CPI (m/m),high,0.40%,0.40%
2018-06-13,3:30,GBP,CPI (y/y),high,2.40%,2.40%
2018-06-13,7:30,USD,PPI (m/m),high,0.30%,0.10%
2018-06-13,13:00,USD,Federal Funds Rate,high,2.00%,1.75%
2018-06-14,3:30,GBP,Core Retail Sales (m/m),high,0.30%,1.4%*
2018-06-14,3:30,GBP,Retail Sales (m/m),high,0.50%,1.8%*
2018-06-14,3:30,GBP,Core Retail Sales (y/y),high,2.50%,1.4%*
2018-06-14,3:30,GBP,Retail Sales (y/y),high,2.40%,1.40%
2018-06-14,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.4%*
2018-06-14,7:30,USD,Retail Sales (m/m),high,0.40%,0.4%*
2018-06-15,9:00,USD,UoM Consumer Sentiment Index,high,98.5,98
2018-06-21,6:00,GBP,BoE Bank Rate,high,0.50%,0.50%
2018-06-21,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2018-06-25,3:00,EUR,German IFO Business Climate,high,101.8,102.3*
2018-06-25,3:00,EUR,German IFO Expectations,high,98,98.6*
2018-06-25,3:00,EUR,German IFO Current Conditions,high,105.7,106.1*
2018-06-26,9:00,USD,Consumer Confidence,high,128,128.8*
2018-06-29,3:30,GBP,GDP (q/q),high,0.10%,0.10%
2018-06-29,3:30,GBP,GDP (y/y),high,1.20%,1.20%
2018-06-29,9:00,USD,UoM Consumer Sentiment Index,high,99,99.3
2018-07-02,9:00,USD,ISM Manufacturing,high,58.5,58.7
2018-07-05,7:15,USD,ADP National Employment Report,high,190.0k,178.0k
2018-07-05,9:00,USD,ISM Non-Manufacturing,high,58.3,58.6
2018-07-06,7:30,USD,Unemployment Rate,high,3.80%,3.80%
2018-07-06,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.30%
2018-07-06,7:30,USD,Nonfarm Payrolls,high,195.0k,244.0k*
2018-07-06,7:30,USD,Private Payrolls,high,190.0k,239.0k*
2018-07-10,3:30,GBP,Manufacturing Production (y/y),high,1.90%,1.40%
2018-07-10,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,-12.6*
2018-07-11,7:30,USD,PPI (m/m),high,0.20%,0.50%
2018-07-12,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2018-07-12,7:30,USD,CPI (m/m),high,0.20%,0.20%
2018-07-13,9:00,USD,UoM Consumer Sentiment Index,high,98,98.2
2018-07-16,7:30,USD,Retail Sales (m/m),high,0.50%,1.3%*
2018-07-16,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,1.3%*
2018-07-18,3:30,GBP,CPI (m/m),high,0.20%,0.40%
2018-07-18,3:30,GBP,CPI (y/y),high,2.60%,2.40%
2018-07-19,3:30,GBP,Core Retail Sales (m/m),high,0.10%,1.4%*
2018-07-19,3:30,GBP,Retail Sales (m/m),high,0.20%,1.4%*
2018-07-19,3:30,GBP,Core Retail Sales (y/y),high,3.70%,4.5%*
2018-07-19,3:30,GBP,Retail Sales (y/y),high,3.50%,4.1%*
2018-07-25,3:00,EUR,German IFO Expectations,high,98.3,98.6
2018-07-25,3:00,EUR,German IFO Current Conditions,high,104.9,105.1
2018-07-25,3:00,EUR,German IFO Business Climate,high,101.5,101.8
2018-07-26,3:30,GBP,GDP (q/q),high,Unknown,0.20%
2018-07-26,3:30,GBP,GDP (y/y),high,Unknown,1.20%
2018-07-27,9:00,USD,UoM Consumer Sentiment Index,high,97.1,97.1
2018-07-31,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%
2018-07-31,4:00,EUR,GDP (SA) (y/y),high,2.20%,2.50%
2018-07-31,9:00,USD,Consumer Confidence,high,126,127.1*
2018-08-01,7:15,USD,ADP National Employment Report,high,186.0k,181.0k*
2018-08-01,13:00,USD,Federal Funds Rate,high,2.00%,2.00%
2018-08-02,6:00,GBP,BoE Bank Rate,high,0.75%,0.50%
2018-08-02,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2018-08-03,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.1%*
2018-08-03,7:30,USD,Nonfarm Payrolls,high,193.0k,248.0k*
2018-08-03,7:30,USD,Private Payrolls,high,190.0k,234.0k*
2018-08-03,7:30,USD,Unemployment Rate,high,3.90%,4.00%
2018-08-03,9:00,USD,ISM Non-Manufacturing,high,58.6,59.1
2018-08-09,7:30,USD,PPI (m/m),high,0.20%,0.30%
2018-08-10,3:30,GBP,Manufacturing Production (y/y),high,1.00%,1.10%
2018-08-10,7:30,USD,CPI (m/m),high,0.20%,0.10%
2018-08-10,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2018-08-14,4:00,EUR,GDP (SA) (q/q),high,0.30%,0.30%
2018-08-14,4:00,EUR,GDP (SA) (y/y),high,2.10%,2.10%
2018-08-14,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,-18.7
2018-08-15,3:30,GBP,CPI (m/m),high,0.00%,0.00%
2018-08-15,3:30,GBP,CPI (y/y),high,2.50%,2.40%
2018-08-15,7:30,USD,Retail Sales (m/m),high,0.10%,0.2%*
2018-08-15,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,0.2%*
2018-08-16,3:30,GBP,Core Retail Sales (m/m),high,0.00%,-0.60%
2018-08-16,3:30,GBP,Retail Sales (m/m),high,0.20%,-0.50%
2018-08-16,3:30,GBP,Retail Sales (y/y),high,2.90%,2.90%
2018-08-16,3:30,GBP,Core Retail Sales (y/y),high,2.80%,3.00%
2018-08-17,9:00,USD,UoM Consumer Sentiment Index,high,98,97.9
2018-08-27,3:00,EUR,German IFO Business Climate,high,101.8,101.7
2018-08-27,3:00,EUR,German IFO Expectations,high,98.5,98.2
2018-08-27,3:00,EUR,German IFO Current Conditions,high,105.3,105.4*
2018-08-28,9:00,USD,Consumer Confidence,high,126.5,127.9*
2018-08-31,9:00,USD,UoM Consumer Sentiment Index,high,95.5,95.3
2018-09-06,7:15,USD,ADP National Employment Report,high,200.0k,217.0k*
2018-09-06,9:00,USD,ISM Non-Manufacturing,high,56.8,55.7
2018-09-07,4:00,EUR,GDP (SA) (y/y),high,2.20%,2.20%
2018-09-07,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%
2018-09-07,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.30%
2018-09-07,7:30,USD,Nonfarm Payrolls,high,191.0k,147.0k*
2018-09-07,7:30,USD,Private Payrolls,high,194.0k,153.0k*
2018-09-07,7:30,USD,Unemployment Rate,high,3.80%,3.90%
2018-09-09,18:50,JPY,GDP,high,0.70%,0.50%
2018-09-10,3:30,GBP,Manufacturing Production (y/y),high,1.30%,1.50%
2018-09-11,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,-11.1
2018-09-12,7:30,USD,PPI (m/m),high,0.20%,0.00%
2018-09-13,6:00,GBP,BoE Bank Rate,high,0.75%,0.75%
2018-09-13,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2018-09-13,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2018-09-13,7:30,USD,CPI (m/m),high,0.30%,0.20%
2018-09-14,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.9%*
2018-09-14,7:30,USD,Retail Sales (m/m),high,0.40%,0.7%*
2018-09-14,9:00,USD,UoM Consumer Sentiment Index,high,96.6,96.2
2018-09-19,3:30,GBP,CPI (m/m),high,0.50%,0.00%
2018-09-19,3:30,GBP,CPI (y/y),high,2.40%,2.50%
2018-09-20,3:30,GBP,Core Retail Sales (m/m),high,-0.20%,1.1%*
2018-09-20,3:30,GBP,Retail Sales (m/m),high,-0.20%,0.9%*
2018-09-20,3:30,GBP,Retail Sales (y/y),high,2.30%,3.8%*
2018-09-20,3:30,GBP,Core Retail Sales (y/y),high,2.40%,4.0%*
2018-09-24,3:00,EUR,German IFO Expectations,high,100.2,101.2
2018-09-24,3:00,EUR,German IFO Current Conditions,high,106.2,106.4
2018-09-24,3:00,EUR,German IFO Business Climate,high,103.6,103.8
2018-09-25,9:00,USD,Consumer Confidence,high,132,134.7*
2018-09-28,9:00,USD,UoM Consumer Sentiment Index,high,100.6,100.8
2018-10-02,11:45,USD,Fed's Powell Speaks in Boston,high,Unknown,Unknown
2018-10-03,7:15,USD,ADP National Employment Report,high,184.0k,168.0k*
2018-10-03,9:00,USD,ISM Non-Manufacturing,high,58,58.5
2018-10-03,16:00,USD,Fed's Powell Speaks in Washington D.C.,high,Unknown,Unknown
2018-10-05,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.3%*
2018-10-05,7:30,USD,Nonfarm Payrolls,high,185.0k,270.0k*
2018-10-05,7:30,USD,Private Payrolls,high,180.0k,254.0k*
2018-10-05,7:30,USD,Unemployment Rate,high,3.80%,3.90%
2018-10-10,3:30,GBP,Manufacturing Production (y/y),high,1.10%,1.4%*
2018-10-10,7:30,USD,PPI (m/m),high,0.20%,-0.10%
2018-10-11,7:30,USD,Core CPI (m/m),high,0.20%,0.10%
2018-10-11,7:30,USD,CPI (m/m),high,0.20%,0.20%
2018-10-12,9:00,USD,UoM Consumer Sentiment Index,high,100.8,100.1
2018-10-15,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.2%*
2018-10-15,7:30,USD,Retail Sales (m/m),high,0.60%,0.10%
2018-10-16,4:00,EUR,ZEW (Economic Sentiment),high,-9.1,-7.2
2018-10-17,3:30,GBP,CPI (m/m),high,0.50%,0.70%
2018-10-17,3:30,GBP,CPI (y/y),high,2.80%,2.70%
2018-10-17,13:00,USD,FOMC Minutes,high,Unknown,Unknown
2018-10-18,3:30,GBP,Retail Sales (m/m),high,-0.40%,0.4%*
2018-10-18,3:30,GBP,Core Retail Sales (m/m),high,-0.40%,0.5%*
2018-10-18,3:30,GBP,Retail Sales (y/y),high,3.60%,3.4%*
2018-10-18,3:30,GBP,Core Retail Sales (y/y),high,3.80%,3.6%*
2018-10-19,1:30,JPY,BoJ's Kuroda Speaks in Tokyo,high,Unknown,Unknown
2018-10-19,10:30,GBP,BoE's Carney Speaks in New York,high,Unknown,Unknown
2018-10-24,2:30,EUR,German Composite PMI,high,54.8,55
2018-10-25,3:00,EUR,German IFO Current Conditions,high,106,106.4
2018-10-25,3:00,EUR,German IFO Business Climate,high,103.2,103.7
2018-10-25,3:00,EUR,German IFO Expectations,high,100.4,101
2018-10-25,6:45,EUR,ECB Main Refinancing Rate,high,0.00%,0.00%
2018-10-25,6:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%
2018-10-25,7:30,EUR,ECB's Draghi Press Conference Post Rate Decision,high,Unknown,Unknown
2018-10-26,9:00,USD,UoM Consumer Sentiment Index,high,99,99
2018-10-26,9:00,EUR,ECB's Draghi Speaks in Brussels,high,Unknown,Unknown
2018-10-29,All Day,GBP,Chancellor Philip Hammond Delivers Autumn Budget Statement,high,Unknown,Unknown
2018-10-30,4:00,EUR,GDP (SA) (y/y),high,1.80%,2.10%
2018-10-30,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%
2018-10-30,9:00,USD,Consumer Confidence,high,135.9,135.3*
2018-10-30,18:00,JPY,BoJ MPC - Overnight Rate,high,Unknown,-0.10%
2018-10-31,All Day,JPY,BoJ Monetary Policy Meeting,high,Unknown,Unknown
2018-10-31,7:15,USD,ADP National Employment Report,high,187.0k,218.0k*
2018-11-01,All Day,GBP,BoE Inflation Report Publication,high,Unknown,Unknown
2018-11-01,7:00,GBP,BoE Bank Rate,high,0.75%,0.75%
2018-11-01,7:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2018-11-01,7:00,GBP,BoE Rate Decision and Minutes of Meeting,high,Unknown,Unknown
2018-11-01,7:30,GBP,BoE's Carney Speaks in London,high,Unknown,Unknown
2018-11-02,7:30,USD,Unemployment Rate,high,3.70%,3.70%
2018-11-02,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.30%
2018-11-02,7:30,USD,Nonfarm Payrolls,high,200.0k,118.0k*
2018-11-02,7:30,USD,Private Payrolls,high,195.0k,121.0k
2018-11-05,9:00,USD,ISM Non-Manufacturing,high,59.1,61.6
2018-11-06,All Day,USD,Mid-Term Elections,high,Unknown,Unknown
2018-11-08,12:00,USD,Federal Funds Rate,high,2.25%,2.25%
2018-11-08,13:00,USD,FOMC Interest Rate Decision,high,Unknown,Unknown
2018-11-09,3:30,GBP,GDP (m/m),high,0.10%,0.00%
2018-11-09,3:30,GBP,Manufacturing Production (y/y),high,0.40%,1.30%
2018-11-09,3:30,GBP,GDP (q/q),high,0.60%,0.40%
2018-11-09,7:30,USD,PPI (m/m),high,0.20%,0.20%
2018-11-09,9:00,USD,UoM Consumer Sentiment Index,high,98,98.6
2018-11-13,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,-19.4
2018-11-13,17:50,JPY,GDP,high,-0.30%,0.70%
2018-11-14,3:30,GBP,CPI (m/m),high,0.20%,0.10%
2018-11-14,3:30,GBP,CPI (y/y),high,2.50%,2.40%
2018-11-14,4:00,EUR,GDP (SA) (q/q),high,0.20%,0.20%
2018-11-14,4:00,EUR,GDP (SA) (y/y),high,1.70%,1.70%
2018-11-14,7:30,USD,Core CPI (m/m),high,0.20%,0.1%*
2018-11-14,7:30,USD,CPI (m/m),high,0.30%,0.1%*
2018-11-14,17:00,USD,Fed's Powell Speaks in Dallas,high,Unknown,Unknown
2018-11-15,3:30,GBP,Retail Sales (m/m),high,0.20%,-0.80%
2018-11-15,3:30,GBP,Core Retail Sales (m/m),high,0.20%,-0.80%
2018-11-15,3:30,GBP,Retail Sales (y/y),high,2.80%,3.00%
2018-11-15,3:30,GBP,Core Retail Sales (y/y),high,3.40%,3.20%
2018-11-15,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,-0.10%
2018-11-15,7:30,USD,Retail Sales (m/m),high,0.50%,-0.1%*
2018-11-15,10:30,USD,Fed's Powell Speaks in Houston,high,Unknown,Unknown
2018-11-21,9:00,USD,UoM Consumer Sentiment Index,high,98.3,98.3
2018-11-22,All Day,USD,Market Holiday - Thanksgiving,high,Unknown,Unknown
2018-11-22,6:30,EUR,ECB Publishes Account of Policy Meeting,high,Unknown,Unknown
2018-11-23,1:30,EUR,German Composite PMI,high,53.1,53.4
2018-11-26,3:00,EUR,German IFO Current Conditions,high,105.2,105.9
2018-11-26,3:00,EUR,German IFO Business Climate,high,102.2,102.8
2018-11-26,3:00,EUR,German IFO Expectations,high,99.2,99.8
2018-11-26,8:00,EUR,ECB's Draghi Speaks in Brussels,high,Unknown,Unknown
2018-11-26,12:30,GBP,BoE's Carney and Former Fed Chair Greenspan Speak in London,high,Unknown,Unknown
2018-11-27,9:00,USD,Consumer Confidence,high,135.9,137.9
2018-11-28,1:30,GBP,BoE's Carney FSR Press Conference in London,high,Unknown,Unknown
2018-11-28,11:00,USD,Fed's Powell Speaks in New York,high,Unknown,Unknown
2018-11-29,2:00,EUR,ECB's Draghi Speaks in Frankfurt,high,Unknown,Unknown
2018-11-29,5:30,EUR,ECB Publishes Financial Stability Review,high,Unknown,Unknown
2018-11-29,13:00,USD,FOMC Minutes,high,Unknown,Unknown
2018-12-04,3:00,GBP,BoE's Carney Speaks in Parliament,high,Unknown,Unknown
2018-12-05,1:00,GBP,BoE Financial Stability Report,high,Unknown,Unknown
2018-12-05,1:30,EUR,German Composite PMI,high,52.2,52.2
2018-12-05,2:30,EUR,ECB's Draghi Speaks in Frankfurt,high,Unknown,Unknown
2018-12-06,7:15,USD,ADP National Employment Report,high,195.0k,225.0k*
2018-12-06,9:00,USD,ISM Non-Manufacturing,high,59,60.3
2018-12-07,4:00,EUR,GDP (SA) (q/q),high,0.20%,0.20%
2018-12-07,4:00,EUR,GDP (SA) (y/y),high,1.70%,1.70%
2018-12-07,7:30,USD,Unemployment Rate,high,3.70%,3.70%
2018-12-07,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.1%*
2018-12-07,7:30,USD,Nonfarm Payrolls,high,198.0k,237.0k*
2018-12-07,7:30,USD,Private Payrolls,high,198.0k,251.0k*
2018-12-07,9:00,USD,UoM Consumer Sentiment Index,high,97,97.5
2018-12-09,17:50,JPY,GDP,high,-0.50%,-0.30%
2018-12-10,3:30,GBP,GDP (m/m),high,0.10%,0.00%
2018-12-11,3:30,GBP,Manufacturing Production (y/y),high,-0.10%,0.50%
2018-12-11,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,-22
2018-12-11,7:30,USD,PPI (m/m),high,0.00%,0.60%
2018-12-12,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2018-12-12,7:30,USD,CPI (m/m),high,0.00%,0.30%
2018-12-13,All Day,EUR,ECB Monetary Policy Meeting in Frankfurt,high,Unknown,Unknown
2018-12-13,5:45,EUR,ECB Main Refinancing Rate,high,0.00%,0.00%
2018-12-13,5:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%
2018-12-13,6:45,EUR,ECB's Draghi and de Guindos Press Conference Post Rate Decision,high,Unknown,Unknown
2018-12-14,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.20%,1.0%*
2018-12-14,7:30,USD,Retail Sales (m/m),high,0.10%,1.1%*
2018-12-18,3:00,EUR,German IFO Current Conditions,high,104.9,105.4
2018-12-18,3:00,EUR,German IFO Business Climate,high,101.8,102
2018-12-18,3:00,EUR,German IFO Expectations,high,98.3,98.7
2018-12-19,3:30,GBP,CPI (m/m),high,0.20%,0.10%
2018-12-19,3:30,GBP,CPI (y/y),high,2.30%,2.40%
2018-12-19,12:00,USD,Federal Funds Rate,high,2.50%,2.25%
2018-12-19,13:00,USD,FOMC Interest Rate Decision,high,Unknown,Unknown
2018-12-19,13:30,USD,Fed's Powell Holds Press Conference,high,Unknown,Unknown
2018-12-19,20:30,JPY,BoJ Governor Kuroda Speaks in Tokyo,high,Unknown,Unknown
2018-12-20,All Day,JPY,BoJ Monetary Policy Meeting,high,Unknown,Unknown
2018-12-20,3:30,GBP,Retail Sales (m/m),high,0.30%,-0.50%
2018-12-20,3:30,GBP,Core Retail Sales (m/m),high,0.20%,-0.40%
2018-12-20,3:30,GBP,Core Retail Sales (y/y),high,2.40%,2.70%
2018-12-20,3:30,GBP,Retail Sales (y/y),high,2.00%,2.20%
2018-12-20,5:00,GBP,Official Bank Rate,high,0.75%,0.75%
2018-12-20,5:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2018-12-20,6:00,GBP,BoE Summary of Opinions and Minutes of MPC,high,Unknown,Unknown
2018-12-21,3:30,GBP,GDP (q/q),high,0.60%,0.60%
2018-12-21,9:00,USD,UoM Consumer Sentiment Index,high,97.5,97.5
2018-12-25,17:50,JPY,BoJ Minutes,high,Unknown,Unknown
2018-12-26,All Day,JPY,BoJ's Kuroda Speaks in Tokyo,high,Unknown,Unknown
2018-12-27,9:00,USD,Consumer Confidence,high,133.6,136.4*
2019-01-03,7:15,USD,ADP National Employment Report,high,Unknown,157.0k*
2019-01-03,9:00,USD,ISM Manufacturing,high,58.2,59.3
2019-01-04,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.20%
2019-01-04,7:30,USD,Nonfarm Payrolls,high,180.0k,176.0k*
2019-01-04,7:30,USD,Private Payrolls,high,185.0k,173.0k*
2019-01-04,7:30,USD,Unemployment Rate,high,3.70%,3.70%
2019-01-04,9:15,USD,Fed's Powell Speaks in Atlanta,high,Unknown,Unknown
2019-01-07,9:00,USD,ISM Non-Manufacturing,high,58.5,60.7
2019-01-09,13:00,USD,FOMC Minutes,high,Unknown,Unknown
2019-01-11,3:30,GBP,Manufacturing Production (m/m),high,0.40%,-0.6%*
2019-01-11,3:30,GBP,Manufacturing Production (y/y),high,-0.70%,-1.00%
2019-01-11,3:30,GBP,GDP (m/m),high,0.10%,0.10%
2019-01-11,7:30,USD,CPI (m/m),high,-0.10%,0.00%
2019-01-11,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2019-01-15,7:30,USD,PPI (m/m),high,-0.10%,0.10%
2019-01-16,3:15,GBP,BoE's Carney testifies on Financial Stability Report,high,Unknown,Unknown
2019-01-16,3:30,GBP,CPI (m/m),high,0.20%,0.20%
2019-01-16,3:30,GBP,CPI (y/y),high,2.10%,2.30%
2019-01-17,9:00,GBP,BoE's Carney and Woods speak in London,high,Unknown,Unknown
2019-01-18,3:30,GBP,Retail Sales (m/m),high,-0.80%,1.3%*
2019-01-18,3:30,GBP,Core Retail Sales (m/m),high,-0.80%,1.0%*
2019-01-18,3:30,GBP,Core Retail Sales (y/y),high,3.80%,3.5%*
2019-01-18,3:30,GBP,Retail Sales (y/y),high,3.60%,3.4%*
2019-01-18,9:00,USD,UoM Consumer Sentiment Index,high,96.8,98.3
2019-01-21,All Day,USD,Market Holiday - Martin L. King Day,high,Unknown,Unknown
2019-01-22,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,-21
2019-01-22,20:30,JPY,BoJ's Kuroda Press Conference,high,Unknown,Unknown
2019-01-23,All Day,JPY,BoJ Monetary Policy Meeting,high,Unknown,Unknown
2019-01-24,All Day,EUR,ECB Monetary Policy Meeting in Frankfurt,high,Unknown,Unknown
2019-01-24,All Day,EUR,ECB's Draghi Press Conference,high,Unknown,Unknown
2019-01-24,4:00,GBP,"BoE's Carney speaks in Davos, Switzerland",high,Unknown,Unknown
2019-01-24,5:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%
2019-01-24,5:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%
2019-01-24,9:30,GBP,"BoE's Carney speaks in Davos, Switzerland",high,Unknown,Unknown
2019-01-25,3:00,EUR,German IFO Business Climate,high,100.7,101
2019-01-25,3:00,EUR,German IFO Expectations,high,97.1,97.3
2019-01-25,3:00,EUR,German IFO Current Conditions,high,104.2,104.7
2019-01-27,17:50,JPY,BoJ Minutes,high,Unknown,Unknown
2019-01-28,8:30,GBP,"BoE's Carney, Broadbent, Ramsden, Place and Woods Speak",high,Unknown,Unknown
2019-01-29,9:00,USD,Consumer Confidence,high,124,126.6*
2019-01-30,7:15,USD,ADP National Employment Report,high,181.0k,263.0k*
2019-01-30,13:00,USD,Federal Funds Rate,high,2.50%,2.50%
2019-01-30,13:00,USD,FOMC Interest Rate Decision,high,Unknown,Unknown
2019-01-30,17:50,JPY,BoJ Summary of Opinions,high,Unknown,Unknown
2019-02-01,7:30,USD,Nonfarm Payrolls,high,165.0k,222.0k*
2019-02-01,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.40%
2019-02-01,9:00,USD,ISM Manufacturing,high,54,54.3*
2019-02-01,9:00,USD,UoM Consumer Sentiment Index,high,90.7,90.7
2019-02-05,9:00,USD,ISM Non-Manufacturing,high,57.1,58.0*
2019-02-07,6:00,GBP,Official Bank Rate,high,0.75%,0.75%
2019-02-07,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2019-02-11,3:30,GBP,GDP (m/m),high,0.00%,0.20%
2019-02-11,3:30,GBP,Manufacturing Production (m/m),high,0.20%,-0.1%*
2019-02-11,3:30,GBP,Manufacturing Production (y/y),high,-1.10%,-1.2%*
2019-02-11,3:30,GBP,GDP (q/q),high,0.30%,0.60%
2019-02-13,All Day,GBP,PM Theresa May to update House of Commons on Brexit,high,Unknown,Unknown
2019-02-13,3:30,GBP,CPI (m/m),high,-0.70%,0.20%
2019-02-13,3:30,GBP,CPI (y/y),high,1.90%,2.10%
2019-02-13,7:30,USD,CPI (m/m),high,0.10%,0.0%*
2019-02-13,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2019-02-13,17:50,JPY,GDP (sa) (q/q),high,0.40%,-0.7%*
2019-02-14,All Day,GBP,MPs due to vote on May's Brexit plans,high,Unknown,Unknown
2019-02-14,7:30,USD,PPI (m/m),high,0.10%,-0.1%*
2019-02-14,7:30,USD,Retail Sales (m/m),high,0.10%,0.1%*
2019-02-15,3:30,GBP,Core Retail Sales (m/m),high,0.20%,-1.30%
2019-02-15,3:30,GBP,Core Retail Sales (y/y),high,3.20%,2.9%*
2019-02-15,3:30,GBP,Retail Sales (m/m),high,0.20%,-0.7%*
